model_name,dataset,accuracy,precision,recall,f1,roc_auc
RF_top_5,Custom_Features,0.9085760517799353,0.5916666666666667,0.5259259259259259,0.5568627450980392,0.9107410771352641
RF_top_10,Custom_Features,0.9118122977346278,0.63,0.4666666666666667,0.5361702127659574,0.9193695966629662
RF_top_15,Custom_Features,0.9037216828478964,0.5952380952380952,0.37037037037037035,0.45662100456621,0.9232549534093586
RF_top_20,Custom_Features,0.9045307443365695,0.5934065934065934,0.4,0.4778761061946903,0.9132909476233726
